distribution,geography,category,code,bin_start,bin_end,weighted_pct,cum_pct,unweighted_n
HWoffice_arrival_15min,National,07:00-07:15,,420.0,435.0,5.6977,30.718,94
HWoffice_arrival_15min,National,07:15-07:30,,435.0,450.0,6.9526,37.6706,96
HWoffice_arrival_15min,National,07:30-07:45,,450.0,465.0,5.8706,43.5412,112
HWoffice_arrival_15min,National,07:45-08:00,,465.0,480.0,8.3364,51.8776,142
HWoffice_arrival_15min,National,08:00-08:15,,480.0,495.0,8.0563,59.934,143
HWoffice_arrival_15min,National,08:15-08:30,,495.0,510.0,4.0533,63.9873,70
HWoffice_arrival_15min,National,08:30-08:45,,510.0,525.0,3.4538,67.4411,64
HWoffice_arrival_15min,National,08:45-09:00,,525.0,540.0,4.5181,71.9592,76
HWoffice_arrival_15min,National,09:00-09:15,,540.0,555.0,4.4946,76.4538,74
HWoffice_arrival_15min,National,09:15-09:30,,555.0,570.0,1.7521,78.2059,36
HWoffice_arrival_15min,National,09:30-09:45,,570.0,585.0,1.4017,79.6076,27
HWoffice_arrival_15min,National,09:45-10:00,,585.0,600.0,1.3117,80.9193,20
HWoffice_arrival_15min,National,10:00-10:15,,600.0,615.0,1.1059,82.0253,22
HWoffice_arrival_15min,National,10:15-10:30,,615.0,630.0,0.9607,82.986,18
HWoffice_arrival_15min,National,10:30-10:45,,630.0,645.0,0.6573,83.6433,16
HWoffice_arrival_15min,National,10:45-11:00,,645.0,660.0,1.359,85.0023,13
HWoffice_arrival_15min,National,11:00-11:15,,660.0,675.0,1.0627,86.065,14
HWoffice_arrival_15min,National,11:15-11:30,,675.0,690.0,0.3404,86.4053,5
HWoffice_arrival_15min,National,11:30-11:45,,690.0,705.0,0.2307,86.6361,2
HWoffice_arrival_15min,National,11:45-12:00,,705.0,720.0,0.1287,86.7648,5
HWoffice_arrival_15min,National,12:00-12:15,,720.0,735.0,0.639,87.4038,11
HWoffice_arrival_15min,National,12:15-12:30,,735.0,750.0,0.21,87.6138,4
HWoffice_arrival_15min,National,12:30-12:45,,750.0,765.0,0.4485,88.0622,8
HWoffice_arrival_15min,National,12:45-13:00,,765.0,780.0,0.5099,88.5721,9
HWoffice_arrival_15min,National,13:00-13:15,,780.0,795.0,0.3874,88.9595,10
HWoffice_arrival_15min,National,13:15-13:30,,795.0,810.0,0.1758,89.1353,3
HWoffice_arrival_15min,National,13:30-13:45,,810.0,825.0,0.4227,89.5581,6
HWoffice_arrival_15min,National,13:45-14:00,,825.0,840.0,0.5839,90.1419,8
HWoffice_arrival_15min,National,14:00-14:15,,840.0,855.0,1.5836,91.7255,21
HWoffice_arrival_15min,National,14:15-14:30,,855.0,870.0,0.0731,91.7986,1
HWoffice_arrival_15min,National,14:30-14:45,,870.0,885.0,0.3458,92.1444,9
HWoffice_arrival_15min,National,14:45-15:00,,885.0,900.0,0.2988,92.4432,5
HWoffice_arrival_15min,National,15:00-15:15,,900.0,915.0,0.6369,93.0801,9
HWoffice_arrival_15min,National,15:15-15:30,,915.0,930.0,0.0872,93.1673,4
HWoffice_arrival_15min,National,15:30-15:45,,930.0,945.0,0.4974,93.6647,4
HWoffice_arrival_15min,National,15:45-16:00,,945.0,960.0,1.5497,95.2145,13
HWoffice_arrival_15min,National,16:00-16:15,,960.0,975.0,0.591,95.8055,5
HWoffice_arrival_15min,National,16:15-16:30,,975.0,990.0,0.0206,95.8261,1
HWoffice_arrival_15min,National,16:30-16:45,,990.0,1005.0,0.284,96.1101,3
HWoffice_arrival_15min,National,16:45-17:00,,1005.0,1020.0,0.1398,96.2499,3
HWoffice_arrival_15min,National,17:00-17:15,,1020.0,1035.0,0.2476,96.4975,5
HWoffice_arrival_15min,National,17:15-17:30,,1035.0,1050.0,0.1785,96.676,2
HWoffice_arrival_15min,National,17:30-17:45,,1050.0,1065.0,0.0244,96.7003,1
HWoffice_arrival_15min,National,17:45-18:00,,1065.0,1080.0,0.2193,96.9196,3
HWoffice_arrival_15min,National,18:00-18:15,,1080.0,1095.0,0.1327,97.0523,3
HWoffice_arrival_15min,National,18:15-18:30,,1095.0,1110.0,0.0691,97.1214,2
HWoffice_arrival_15min,National,18:30-18:45,,1110.0,1125.0,0.1737,97.2951,3
HWoffice_arrival_15min,National,18:45-19:00,,1125.0,1140.0,0.1378,97.4329,5
HWoffice_arrival_15min,National,19:00-19:15,,1140.0,1155.0,0.5032,97.9361,8
HWoffice_arrival_15min,National,19:15-19:30,,1155.0,1170.0,0.2208,98.157,2
HWoffice_arrival_15min,National,19:30-19:45,,1170.0,1185.0,0.1627,98.3197,2
HWoffice_arrival_15min,National,19:45-20:00,,1185.0,1200.0,0.0464,98.3661,1
HWoffice_arrival_15min,National,20:00-20:15,,1200.0,1215.0,0.0386,98.4047,2
HWoffice_arrival_15min,National,20:15-20:30,,1215.0,1230.0,0.0573,98.462,1
HWoffice_arrival_15min,National,20:30-20:45,,1230.0,1245.0,0.0294,98.4914,1
HWoffice_arrival_15min,National,20:45-21:00,,1245.0,1260.0,0.2421,98.7335,2
HWoffice_arrival_15min,National,21:00-21:15,,1260.0,1275.0,0.0812,98.8147,2
HWoffice_arrival_15min,National,21:15-21:30,,1275.0,1290.0,0.3381,99.1528,3
HWoffice_arrival_15min,National,21:30-21:45,,1290.0,1305.0,0.0,99.1528,0
HWoffice_arrival_15min,National,21:45-22:00,,1305.0,1320.0,0.1801,99.3329,4
HWoffice_arrival_15min,National,22:00-22:15,,1320.0,1335.0,0.0716,99.4045,1
HWoffice_arrival_15min,National,22:15-22:30,,1335.0,1350.0,0.0,99.4045,0
HWoffice_arrival_15min,National,22:30-22:45,,1350.0,1365.0,0.028,99.4325,1
HWoffice_arrival_15min,National,22:45-23:00,,1365.0,1380.0,0.4081,99.8406,4
HWoffice_arrival_15min,National,23:00-23:15,,1380.0,1395.0,0.0337,99.8743,1
HWoffice_arrival_15min,National,23:15-23:30,,1395.0,1410.0,0.0578,99.9321,1
HWoffice_arrival_15min,National,23:30-23:45,,1410.0,1425.0,0.0679,100.0,1
HWoffice_arrival_15min,National,23:45-24:00,,1425.0,1440.0,0.0,100.0,0
HWoffice_departure_60min,National,00:00-01:00,,0.0,60.0,0.0,0.0,0
HWoffice_departure_60min,National,01:00-02:00,,60.0,120.0,0.0,0.0,0
HWoffice_departure_60min,National,02:00-03:00,,120.0,180.0,0.0,0.0,0
HWoffice_departure_60min,National,03:00-04:00,,180.0,240.0,0.2393,0.2393,4
HWoffice_departure_60min,National,04:00-05:00,,240.0,300.0,2.7015,2.9408,36
HWoffice_departure_60min,National,05:00-06:00,,300.0,360.0,11.9192,14.86,155
HWoffice_departure_60min,National,06:00-07:00,,360.0,420.0,17.9524,32.8124,274
HWoffice_departure_60min,National,07:00-08:00,,420.0,480.0,28.2546,61.067,478
HWoffice_departure_60min,National,08:00-09:00,,480.0,540.0,15.4767,76.5436,275
HWoffice_departure_60min,National,09:00-10:00,,540.0,600.0,5.4741,82.0178,104
HWoffice_departure_60min,National,10:00-11:00,,600.0,660.0,3.8455,85.8632,58
HWoffice_departure_60min,National,11:00-12:00,,660.0,720.0,1.756,87.6192,25
HWoffice_departure_60min,National,12:00-13:00,,720.0,780.0,1.3249,88.9441,29
HWoffice_departure_60min,National,13:00-14:00,,780.0,840.0,2.59,91.5341,35
HWoffice_departure_60min,National,14:00-15:00,,840.0,900.0,1.6101,93.1442,30
HWoffice_departure_60min,National,15:00-16:00,,900.0,960.0,2.4881,95.6323,23
HWoffice_departure_60min,National,16:00-17:00,,960.0,1020.0,0.8651,96.4975,13
HWoffice_departure_60min,National,17:00-18:00,,1020.0,1080.0,0.6286,97.1261,10
HWoffice_departure_60min,National,18:00-19:00,,1080.0,1140.0,0.81,97.9361,17
HWoffice_departure_60min,National,19:00-20:00,,1140.0,1200.0,0.501,98.4371,7
HWoffice_departure_60min,National,20:00-21:00,,1200.0,1260.0,0.3775,98.8147,6
HWoffice_departure_60min,National,21:00-22:00,,1260.0,1320.0,0.5898,99.4045,8
HWoffice_departure_60min,National,22:00-23:00,,1320.0,1380.0,0.4698,99.8743,6
HWoffice_departure_60min,National,23:00-24:00,,1380.0,1440.0,0.1257,100.0,2
HWoffice_arrival_60min,National,00:00-01:00,,0.0,60.0,0.0,0.0,0
HWoffice_arrival_60min,National,01:00-02:00,,60.0,120.0,0.0,0.0,0
HWoffice_arrival_60min,National,02:00-03:00,,120.0,180.0,0.0,0.0,0
HWoffice_arrival_60min,National,03:00-04:00,,180.0,240.0,0.2393,0.2393,4
HWoffice_arrival_60min,National,04:00-05:00,,240.0,300.0,1.4928,1.7321,19
HWoffice_arrival_60min,National,05:00-06:00,,300.0,360.0,7.2746,9.0067,95
HWoffice_arrival_60min,National,06:00-07:00,,360.0,420.0,16.0136,25.0203,230
HWoffice_arrival_60min,National,07:00-08:00,,420.0,480.0,26.8573,51.8776,444
HWoffice_arrival_60min,National,08:00-09:00,,480.0,540.0,20.0815,71.9592,353
HWoffice_arrival_60min,National,09:00-10:00,,540.0,600.0,8.9602,80.9193,157
HWoffice_arrival_60min,National,10:00-11:00,,600.0,660.0,4.0829,85.0023,69
HWoffice_arrival_60min,National,11:00-12:00,,660.0,720.0,1.7625,86.7648,26
HWoffice_arrival_60min,National,12:00-13:00,,720.0,780.0,1.8073,88.5721,32
HWoffice_arrival_60min,National,13:00-14:00,,780.0,840.0,1.5698,90.1419,27
HWoffice_arrival_60min,National,14:00-15:00,,840.0,900.0,2.3012,92.4432,36
HWoffice_arrival_60min,National,15:00-16:00,,900.0,960.0,2.7713,95.2145,30
HWoffice_arrival_60min,National,16:00-17:00,,960.0,1020.0,1.0354,96.2499,12
HWoffice_arrival_60min,National,17:00-18:00,,1020.0,1080.0,0.6697,96.9196,11
HWoffice_arrival_60min,National,18:00-19:00,,1080.0,1140.0,0.5132,97.4329,13
HWoffice_arrival_60min,National,19:00-20:00,,1140.0,1200.0,0.9332,98.3661,13
HWoffice_arrival_60min,National,20:00-21:00,,1200.0,1260.0,0.3674,98.7335,6
HWoffice_arrival_60min,National,21:00-22:00,,1260.0,1320.0,0.5994,99.3329,9
HWoffice_arrival_60min,National,22:00-23:00,,1320.0,1380.0,0.5077,99.8406,6
HWoffice_arrival_60min,National,23:00-24:00,,1380.0,1440.0,0.1594,100.0,3
HWoffice_distance_2p5mi,National,0-2.5 mi,,0.0,2.5,15.4374,15.4374,255
HWoffice_distance_2p5mi,National,2.5-5 mi,,2.5,5.0,19.3942,34.8315,272
HWoffice_distance_2p5mi,National,5-7.5 mi,,5.0,7.5,12.7889,47.6204,208
HWoffice_distance_2p5mi,National,7.5-10 mi,,7.5,10.0,8.4643,56.0846,150
HWoffice_distance_2p5mi,National,10-12.5 mi,,10.0,12.5,8.2525,64.3372,134
HWoffice_distance_2p5mi,National,12.5-15 mi,,12.5,15.0,8.1394,72.4765,125
HWoffice_distance_2p5mi,National,15-17.5 mi,,15.0,17.5,5.5975,78.0741,100
HWoffice_distance_2p5mi,National,17.5-20 mi,,17.5,20.0,4.9439,83.018,77
HWoffice_distance_2p5mi,National,20-22.5 mi,,20.0,22.5,3.1009,86.1188,61
HWoffice_distance_2p5mi,National,22.5-25 mi,,22.5,25.0,3.0887,89.2075,51
HWoffice_distance_2p5mi,National,25-27.5 mi,,25.0,27.5,2.6449,91.8525,35
HWoffice_distance_2p5mi,National,27.5-30 mi,,27.5,30.0,1.4578,93.3102,23
HWoffice_distance_2p5mi,National,30-32.5 mi,,30.0,32.5,1.4441,94.7543,22
HWoffice_distance_2p5mi,National,32.5-35 mi,,32.5,35.0,1.1897,95.944,21
HWoffice_distance_2p5mi,National,35-37.5 mi,,35.0,37.5,0.4555,96.3995,9
HWoffice_distance_2p5mi,National,37.5-40 mi,,37.5,40.0,0.5927,96.9923,14
HWoffice_distance_2p5mi,National,40-42.5 mi,,40.0,42.5,0.158,97.1502,3
HWoffice_distance_2p5mi,National,42.5-45 mi,,42.5,45.0,0.9755,98.1258,13
HWoffice_distance_2p5mi,National,45-47.5 mi,,45.0,47.5,0.4528,98.5786,5
HWoffice_distance_2p5mi,National,47.5-50 mi,,47.5,50.0,0.3219,98.9005,3
HWoffice_distance_2p5mi,National,50-52.5 mi,,50.0,52.5,0.0805,98.9811,1
HWoffice_distance_2p5mi,National,52.5-55 mi,,52.5,55.0,0.0,98.9811,0
HWoffice_distance_2p5mi,National,55-57.5 mi,,55.0,57.5,0.0931,99.0742,2
HWoffice_distance_2p5mi,National,57.5-60 mi,,57.5,60.0,0.0181,99.0923,1
HWoffice_distance_2p5mi,National,60-62.5 mi,,60.0,62.5,0.0858,99.1781,2
HWoffice_distance_2p5mi,National,62.5-65 mi,,62.5,65.0,0.0792,99.2573,1
HWoffice_distance_2p5mi,National,65-67.5 mi,,65.0,67.5,0.0,99.2573,0
HWoffice_distance_2p5mi,National,67.5-70 mi,,67.5,70.0,0.3261,99.5834,2
HWoffice_distance_2p5mi,National,70-72.5 mi,,70.0,72.5,0.0542,99.6376,1
HWoffice_distance_2p5mi,National,72.5-75 mi,,72.5,75.0,0.0,99.6376,0
HWoffice_distance_2p5mi,National,75-77.5 mi,,75.0,77.5,0.0494,99.687,1
HWoffice_distance_2p5mi,National,77.5-80 mi,,77.5,80.0,0.0331,99.72,1
HWoffice_distance_2p5mi,National,80-82.5 mi,,80.0,82.5,0.0,99.72,0
HWoffice_distance_2p5mi,National,82.5-85 mi,,82.5,85.0,0.0,99.72,0
HWoffice_distance_2p5mi,National,85-87.5 mi,,85.0,87.5,0.0,99.72,0
HWoffice_distance_2p5mi,National,87.5-90 mi,,87.5,90.0,0.0871,99.8072,1
HWoffice_distance_2p5mi,National,90-92.5 mi,,90.0,92.5,0.0,99.8072,0
HWoffice_distance_2p5mi,National,92.5-95 mi,,92.5,95.0,0.0,99.8072,0
HWoffice_distance_2p5mi,National,95-97.5 mi,,95.0,97.5,0.0,99.8072,0
HWoffice_distance_2p5mi,National,97.5-100 mi,,97.5,100.0,0.1928,100.0,2
HWoffice_duration_5min,National,0-5 min,,0.0,5.0,1.3469,1.3469,24
HWoffice_duration_5min,National,5-10 min,,5.0,10.0,8.2541,9.601,151
HWoffice_duration_5min,National,10-15 min,,10.0,15.0,13.8397,23.4406,199
HWoffice_duration_5min,National,15-20 min,,15.0,20.0,17.6419,41.0826,285
HWoffice_duration_5min,National,20-25 min,,20.0,25.0,12.2457,53.3283,206
HWoffice_duration_5min,National,25-30 min,,25.0,30.0,7.1263,60.4546,125
HWoffice_duration_5min,National,30-35 min,,30.0,35.0,20.7994,81.254,304
HWoffice_duration_5min,National,35-40 min,,35.0,40.0,3.1575,84.4115,51
HWoffice_duration_5min,National,40-45 min,,40.0,45.0,4.0165,88.428,65
HWoffice_duration_5min,National,45-50 min,,45.0,50.0,3.4224,91.8503,68
HWoffice_duration_5min,National,50-55 min,,50.0,55.0,2.1012,93.9516,24
HWoffice_duration_5min,National,55-60 min,,55.0,60.0,0.4161,94.3677,9
HWoffice_duration_5min,National,60-65 min,,60.0,65.0,3.8541,98.2218,54
HWoffice_duration_5min,National,65-70 min,,65.0,70.0,0.7275,98.9492,9
HWoffice_duration_5min,National,70-75 min,,70.0,75.0,0.0797,99.0289,2
HWoffice_duration_5min,National,75-80 min,,75.0,80.0,0.2899,99.3188,7
HWoffice_duration_5min,National,80-85 min,,80.0,85.0,0.2325,99.5514,3
HWoffice_duration_5min,National,85-90 min,,85.0,90.0,0.0542,99.6056,1
HWoffice_duration_5min,National,90-95 min,,90.0,95.0,0.1061,99.7117,4
HWoffice_duration_5min,National,95-100 min,,95.0,100.0,0.0,99.7117,0
HWoffice_duration_5min,National,100-105 min,,100.0,105.0,0.0,99.7117,0
HWoffice_duration_5min,National,105-110 min,,105.0,110.0,0.0,99.7117,0
HWoffice_duration_5min,National,110-115 min,,110.0,115.0,0.0,99.7117,0
HWoffice_duration_5min,National,115-120 min,,115.0,120.0,0.0,99.7117,0
HWoffice_duration_5min,National,120-125 min,,120.0,125.0,0.1081,99.8198,2
HWoffice_duration_5min,National,125-130 min,,125.0,130.0,0.0,99.8198,0
HWoffice_duration_5min,National,130-135 min,,130.0,135.0,0.0942,99.914,1
HWoffice_duration_5min,National,135-140 min,,135.0,140.0,0.0,99.914,0
HWoffice_duration_5min,National,140-145 min,,140.0,145.0,0.0,99.914,0
HWoffice_duration_5min,National,145-150 min,,145.0,150.0,0.086,100.0,1
HWoffice_mode,National,POV-Driver,1,,,89.3678,89.3678,1448
HWoffice_mode,National,POV-Passenger,2,,,3.7146,93.0824,53
HWoffice_mode,National,Public Transit,3,,,2.1117,95.1941,30
HWoffice_mode,National,Walk,5,,,2.6454,97.8395,37
HWoffice_mode,National,Bike,6,,,0.8149,98.6544,15
HWoffice_mode,National,Other,7,,,1.3456,100.0,13
HWoffice_departure_15min,Pacific,00:00-00:15,,0.0,15.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,00:15-00:30,,15.0,30.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,00:30-00:45,,30.0,45.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,00:45-01:00,,45.0,60.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,01:00-01:15,,60.0,75.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,01:15-01:30,,75.0,90.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,01:30-01:45,,90.0,105.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,01:45-02:00,,105.0,120.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,02:00-02:15,,120.0,135.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,02:15-02:30,,135.0,150.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,02:30-02:45,,150.0,165.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,02:45-03:00,,165.0,180.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,03:00-03:15,,180.0,195.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,03:15-03:30,,195.0,210.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,03:30-03:45,,210.0,225.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,03:45-04:00,,225.0,240.0,0.0,0.0,0
HWoffice_departure_15min,Pacific,04:00-04:15,,240.0,255.0,1.3027,1.3027,1
HWoffice_departure_15min,Pacific,04:15-04:30,,255.0,270.0,0.0,1.3027,0
HWoffice_departure_15min,Pacific,04:30-04:45,,270.0,285.0,0.8519,2.1546,2
HWoffice_departure_15min,Pacific,04:45-05:00,,285.0,300.0,2.3028,4.4574,2
HWoffice_departure_15min,Pacific,05:00-05:15,,300.0,315.0,3.2816,7.739,7
HWoffice_departure_15min,Pacific,05:15-05:30,,315.0,330.0,3.5938,11.3328,3
HWoffice_departure_15min,Pacific,05:30-05:45,,330.0,345.0,3.3366,14.6694,4
HWoffice_departure_15min,Pacific,05:45-06:00,,345.0,360.0,3.3189,17.9883,3
HWoffice_departure_15min,Pacific,06:00-06:15,,360.0,375.0,0.9718,18.9601,4
HWoffice_departure_15min,Pacific,06:15-06:30,,375.0,390.0,0.608,19.5681,4
HWoffice_departure_15min,Pacific,06:30-06:45,,390.0,405.0,5.1598,24.7279,13
HWoffice_departure_15min,Pacific,06:45-07:00,,405.0,420.0,4.0017,28.7296,9
HWoffice_departure_15min,Pacific,07:00-07:15,,420.0,435.0,10.9384,39.6679,20
HWoffice_departure_15min,Pacific,07:15-07:30,,435.0,450.0,8.1527,47.8207,12
HWoffice_departure_15min,Pacific,07:30-07:45,,450.0,465.0,6.692,54.5127,20
HWoffice_departure_15min,Pacific,07:45-08:00,,465.0,480.0,2.7135,57.2261,6
HWoffice_departure_15min,Pacific,08:00-08:15,,480.0,495.0,10.8664,68.0926,22
HWoffice_departure_15min,Pacific,08:15-08:30,,495.0,510.0,3.9717,72.0643,4
HWoffice_departure_15min,Pacific,08:30-08:45,,510.0,525.0,1.0004,73.0647,5
HWoffice_departure_15min,Pacific,08:45-09:00,,525.0,540.0,0.8709,73.9356,5
HWoffice_departure_15min,Pacific,09:00-09:15,,540.0,555.0,4.4625,78.3981,8
HWoffice_departure_15min,Pacific,09:15-09:30,,555.0,570.0,0.5198,78.9179,3
HWoffice_departure_15min,Pacific,09:30-09:45,,570.0,585.0,3.8492,82.7672,7
HWoffice_departure_15min,Pacific,09:45-10:00,,585.0,600.0,0.6411,83.4082,2
HWoffice_departure_15min,Pacific,10:00-10:15,,600.0,615.0,1.0657,84.4739,3
HWoffice_departure_15min,Pacific,10:15-10:30,,615.0,630.0,0.0,84.4739,0
HWoffice_departure_15min,Pacific,10:30-10:45,,630.0,645.0,0.7632,85.2371,3
HWoffice_departure_15min,Pacific,10:45-11:00,,645.0,660.0,0.0986,85.3357,1
HWoffice_departure_15min,Pacific,11:00-11:15,,660.0,675.0,3.0799,88.4156,4
HWoffice_departure_15min,Pacific,11:15-11:30,,675.0,690.0,0.0,88.4156,0
HWoffice_departure_15min,Pacific,11:30-11:45,,690.0,705.0,0.0552,88.4708,1
HWoffice_departure_15min,Pacific,11:45-12:00,,705.0,720.0,0.2818,88.7525,1
HWoffice_departure_15min,Pacific,12:00-12:15,,720.0,735.0,1.0598,89.8123,3
HWoffice_departure_15min,Pacific,12:15-12:30,,735.0,750.0,0.0058,89.8181,1
HWoffice_departure_15min,Pacific,12:30-12:45,,750.0,765.0,0.5666,90.3847,2
HWoffice_departure_15min,Pacific,12:45-13:00,,765.0,780.0,0.3885,90.7732,1
HWoffice_departure_15min,Pacific,13:00-13:15,,780.0,795.0,0.0,90.7732,0
HWoffice_departure_15min,Pacific,13:15-13:30,,795.0,810.0,0.0,90.7732,0
HWoffice_departure_15min,Pacific,13:30-13:45,,810.0,825.0,1.0195,91.7927,2
HWoffice_departure_15min,Pacific,13:45-14:00,,825.0,840.0,0.0268,91.8195,1
HWoffice_departure_15min,Pacific,14:00-14:15,,840.0,855.0,1.1336,92.9531,2
HWoffice_departure_15min,Pacific,14:15-14:30,,855.0,870.0,0.0,92.9531,0
HWoffice_departure_15min,Pacific,14:30-14:45,,870.0,885.0,0.2765,93.2296,1
HWoffice_departure_15min,Pacific,14:45-15:00,,885.0,900.0,0.0,93.2296,0
HWoffice_departure_15min,Pacific,15:00-15:15,,900.0,915.0,0.8912,94.1208,1
HWoffice_departure_15min,Pacific,15:15-15:30,,915.0,930.0,0.0,94.1208,0
HWoffice_departure_15min,Pacific,15:30-15:45,,930.0,945.0,0.0,94.1208,0
HWoffice_departure_15min,Pacific,15:45-16:00,,945.0,960.0,0.0,94.1208,0
HWoffice_departure_15min,Pacific,16:00-16:15,,960.0,975.0,2.8889,97.0097,2
HWoffice_departure_15min,Pacific,16:15-16:30,,975.0,990.0,0.2583,97.268,1
HWoffice_departure_15min,Pacific,16:30-16:45,,990.0,1005.0,0.3489,97.6169,1
HWoffice_departure_15min,Pacific,16:45-17:00,,1005.0,1020.0,0.8391,98.456,1
HWoffice_departure_15min,Pacific,17:00-17:15,,1020.0,1035.0,0.0,98.456,0
HWoffice_departure_15min,Pacific,17:15-17:30,,1035.0,1050.0,0.0,98.456,0
HWoffice_departure_15min,Pacific,17:30-17:45,,1050.0,1065.0,0.0,98.456,0
HWoffice_departure_15min,Pacific,17:45-18:00,,1065.0,1080.0,0.0,98.456,0
HWoffice_departure_15min,Pacific,18:00-18:15,,1080.0,1095.0,0.0,98.456,0
HWoffice_departure_15min,Pacific,18:15-18:30,,1095.0,1110.0,0.0,98.456,0
HWoffice_departure_15min,Pacific,18:30-18:45,,1110.0,1125.0,1.544,100.0,4
HWoffice_departure_15min,Pacific,18:45-19:00,,1125.0,1140.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,19:00-19:15,,1140.0,1155.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,19:15-19:30,,1155.0,1170.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,19:30-19:45,,1170.0,1185.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,19:45-20:00,,1185.0,1200.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,20:00-20:15,,1200.0,1215.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,20:15-20:30,,1215.0,1230.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,20:30-20:45,,1230.0,1245.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,20:45-21:00,,1245.0,1260.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,21:00-21:15,,1260.0,1275.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,21:15-21:30,,1275.0,1290.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,21:30-21:45,,1290.0,1305.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,21:45-22:00,,1305.0,1320.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,22:00-22:15,,1320.0,1335.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,22:15-22:30,,1335.0,1350.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,22:30-22:45,,1350.0,1365.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,22:45-23:00,,1365.0,1380.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,23:00-23:15,,1380.0,1395.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,23:15-23:30,,1395.0,1410.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,23:30-23:45,,1410.0,1425.0,0.0,100.0,0
HWoffice_departure_15min,Pacific,23:45-24:00,,1425.0,1440.0,0.0,100.0,0
HWoffice_arrival_15min,Pacific,00:00-00:15,,0.0,15.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,00:15-00:30,,15.0,30.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,00:30-00:45,,30.0,45.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,00:45-01:00,,45.0,60.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,01:00-01:15,,60.0,75.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,01:15-01:30,,75.0,90.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,01:30-01:45,,90.0,105.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,01:45-02:00,,105.0,120.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,02:00-02:15,,120.0,135.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,02:15-02:30,,135.0,150.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,02:30-02:45,,150.0,165.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,02:45-03:00,,165.0,180.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,03:00-03:15,,180.0,195.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,03:15-03:30,,195.0,210.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,03:30-03:45,,210.0,225.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,03:45-04:00,,225.0,240.0,0.0,0.0,0
HWoffice_arrival_15min,Pacific,04:00-04:15,,240.0,255.0,1.3027,1.3027,1
HWoffice_arrival_15min,Pacific,04:15-04:30,,255.0,270.0,0.0,1.3027,0
HWoffice_arrival_15min,Pacific,04:30-04:45,,270.0,285.0,0.0,1.3027,0
HWoffice_arrival_15min,Pacific,04:45-05:00,,285.0,300.0,0.5753,1.8779,2
HWoffice_arrival_15min,Pacific,05:00-05:15,,300.0,315.0,0.1592,2.0371,1
HWoffice_arrival_15min,Pacific,05:15-05:30,,315.0,330.0,2.2501,4.2872,4
HWoffice_arrival_15min,Pacific,05:30-05:45,,330.0,345.0,3.0422,7.3294,4
HWoffice_arrival_15min,Pacific,05:45-06:00,,345.0,360.0,3.7333,11.0627,4
HWoffice_arrival_15min,Pacific,06:00-06:15,,360.0,375.0,5.5356,16.5983,5
